Nr	Name	No_of_Customers	No_of_Items	Time_Windows
1893	1893_BED-Amazon_n134_m222_bt29	134	222	0
1894	1894_BED-Amazon_n53_m156_bt28	53	156	0
1895	1895_BED-Amazon_n153_m253_bt31	153	253	0
1896	1896_BED-Amazon_n139_m228_bt34	139	228	0
1897	1897_BED-Amazon_n149_m229_bt28	149	229	0
1898	1898_BED-Amazon_n152_m247_bt37	152	247	0
1899	1899_BED-Amazon_n163_m246_bt23	163	246	0
1900	1900_BED-Amazon_n157_m241_bt31	157	241	0
1901	1901_BED-Amazon_n161_m250_bt28	161	250	0
1902	1902_BED-Amazon_n112_m171_bt24	112	171	0
1903	1903_BED-Amazon_n107_m242_bt32	107	242	0
1904	1904_BED-Amazon_n151_m213_bt24	151	213	0
1905	1905_BED-Amazon_n120_m200_bt30	120	200	0
1906	1906_BED-Amazon_n170_m274_bt32	170	274	0
1907	1907_BED-Amazon_n130_m298_bt30	130	298	0
1908	1908_BED-Amazon_n133_m199_bt27	133	199	0
1909	1909_BED-Amazon_n134_m217_bt36	134	217	0
1910	1910_BED-Amazon_n150_m266_bt42	150	266	0
1911	1911_BED-Amazon_n140_m232_bt25	140	232	0
1912	1912_BED-Amazon_n194_m272_bt25	194	272	0
1913	1913_BED-Amazon_n168_m271_bt30	168	271	0
1914	1914_BED-Amazon_n181_m279_bt41	181	279	0
1915	1915_BED-Amazon_n61_m173_bt34	61	173	0
1916	1916_BED-Amazon_n173_m228_bt41	173	228	0
1917	1917_BED-Amazon_n142_m220_bt31	142	220	0
1918	1918_BED-Amazon_n192_m274_bt31	192	274	0
1919	1919_BED-Amazon_n108_m221_bt29	108	221	0
1920	1920_BED-Amazon_n87_m198_bt29	87	198	0
1921	1921_BED-Amazon_n127_m215_bt39	127	215	0
1922	1922_BED-Amazon_n160_m220_bt28	160	220	0
1923	1923_BED-Amazon_n135_m216_bt25	135	216	0
1924	1924_BED-Amazon_n172_m276_bt36	172	276	0
1925	1925_BED-Amazon_n111_m179_bt22	111	179	0
1926	1926_BED-Amazon_n113_m224_bt34	113	224	0
1927	1927_BED-Amazon_n84_m259_bt33	84	259	0
1928	1928_BED-Amazon_n163_m260_bt28	163	260	0
1929	1929_BED-Amazon_n124_m247_bt35	124	247	0
1930	1930_BED-Amazon_n127_m207_bt31	127	207	0
1931	1931_BED-Amazon_n154_m235_bt34	154	235	0
1932	1932_BED-Amazon_n154_m257_bt40	154	257	0
1933	1933_BED-Amazon_n105_m230_bt32	105	230	0
1934	1934_BED-Amazon_n199_m264_bt32	199	264	0
1935	1935_BED-Amazon_n175_m266_bt33	175	266	0
1936	1936_BED-Amazon_n135_m229_bt29	135	229	0
1937	1937_BED-Amazon_n177_m288_bt34	177	288	0
1938	1938_BED-Amazon_n121_m198_bt34	121	198	0
1939	1939_BED-Amazon_n116_m251_bt34	116	251	0
1940	1940_BED-Amazon_n125_m228_bt28	125	228	0
1941	1941_BED-Amazon_n153_m264_bt34	153	264	0
1942	1942_BED-Amazon_n147_m235_bt25	147	235	0
1943	1943_BED-Amazon_n150_m247_bt27	150	247	0
1944	1944_BED-Amazon_n124_m246_bt29	124	246	0
1945	1945_BED-Amazon_n164_m264_bt35	164	264	0
1946	1946_BED-Amazon_n130_m210_bt26	130	210	0
1947	1947_BED-Amazon_n162_m213_bt29	162	213	0
1948	1948_BED-Amazon_n131_m250_bt35	131	250	0
1949	1949_BED-Amazon_n147_m222_bt28	147	222	0
1950	1950_BED-Amazon_n106_m259_bt34	106	259	0
1951	1951_BED-Amazon_n80_m185_bt27	80	185	0
1952	1952_BED-Amazon_n56_m195_bt30	56	195	0
1953	1953_BED-Amazon_n132_m177_bt21	132	177	0
1954	1954_BED-Amazon_n61_m192_bt41	61	192	0
1955	1955_BED-Amazon_n180_m245_bt36	180	245	0
1956	1956_BED-Amazon_n165_m244_bt29	165	244	0
1957	1957_BED-Amazon_n136_m271_bt27	136	271	0
1958	1958_BED-Amazon_n196_m258_bt30	196	258	0
1959	1959_BED-Amazon_n113_m217_bt42	113	217	0
1960	1960_BED-Amazon_n170_m264_bt28	170	264	0
1961	1961_BED-Amazon_n90_m261_bt48	90	261	0
1962	1962_BED-Amazon_n174_m226_bt34	174	226	0
1963	1963_BED-Amazon_n156_m227_bt29	156	227	0
1964	1964_BED-Amazon_n143_m263_bt40	143	263	0
1965	1965_BED-Amazon_n143_m238_bt31	143	238	0
1966	1966_BED-Amazon_n164_m221_bt26	164	221	0
1967	1967_BED-Amazon_n180_m274_bt41	180	274	0
1968	1968_BED-Amazon_n72_m258_bt35	72	258	0
1969	1969_BED-Amazon_n172_m271_bt38	172	271	0
1970	1970_BED-Amazon_n63_m186_bt27	63	186	0
1971	1971_BED-Amazon_n179_m276_bt34	179	276	0
1972	1972_BED-Amazon_n155_m250_bt31	155	250	0
1973	1973_BED-Amazon_n150_m278_bt34	150	278	0
1974	1974_BED-Amazon_n118_m219_bt22	118	219	0
1975	1975_BED-Amazon_n133_m208_bt35	133	208	0
1976	1976_BED-Amazon_n93_m173_bt27	93	173	0
1977	1977_BED-Amazon_n182_m292_bt33	182	292	0
1978	1978_BED-Amazon_n135_m266_bt37	135	266	0
1979	1979_BED-Amazon_n137_m219_bt30	137	219	0
1980	1980_BED-Amazon_n132_m211_bt34	132	211	0
1981	1981_BED-Amazon_n113_m164_bt32	113	164	0
1982	1982_BED-Amazon_n125_m259_bt43	125	259	0
1983	1983_BED-Amazon_n174_m297_bt33	174	297	0
1984	1984_BED-Amazon_n36_m169_bt29	36	169	0
1985	1985_BED-Amazon_n174_m299_bt30	174	299	0
1986	1986_BED-Amazon_n100_m191_bt28	100	191	0
1987	1987_BED-Amazon_n155_m237_bt29	155	237	0
1988	1988_BED-Amazon_n178_m297_bt35	178	297	0
1989	1989_BED-Amazon_n91_m155_bt31	91	155	0
1990	1990_BED-Amazon_n151_m299_bt34	151	299	0
1991	1991_BED-Amazon_n113_m241_bt30	113	241	0
1992	1992_BED-Amazon_n101_m235_bt36	101	235	0
1993	1993_BED-Amazon_n150_m272_bt34	150	272	0
1994	1994_BED-Amazon_n190_m271_bt28	190	271	0
1995	1995_BED-Amazon_n128_m233_bt45	128	233	0
1996	1996_BED-Amazon_n148_m213_bt29	148	213	0
1997	1997_BED-Amazon_n149_m291_bt39	149	291	0
1998	1998_BED-Amazon_n141_m238_bt30	141	238	0
1999	1999_BED-Amazon_n137_m269_bt29	137	269	0
2000	2000_BED-Amazon_n142_m239_bt29	142	239	0
2001	2001_BED-Amazon_n112_m242_bt35	112	242	0
2002	2002_BED-Amazon_n123_m195_bt27	123	195	0
2003	2003_BED-Amazon_n126_m230_bt40	126	230	0
2004	2004_BED-Amazon_n132_m254_bt36	132	254	0
2005	2005_BED-Amazon_n168_m266_bt33	168	266	0
2006	2006_BED-Amazon_n172_m295_bt34	172	295	0
2007	2007_BED-Amazon_n111_m183_bt23	111	183	0
2008	2008_BED-Amazon_n158_m274_bt38	158	274	0
2009	2009_BED-Amazon_n157_m230_bt31	157	230	0
2010	2010_BED-Amazon_n127_m225_bt38	127	225	0
2011	2011_BED-Amazon_n136_m198_bt27	136	198	0
2012	2012_BED-Amazon_n150_m250_bt37	150	250	0
2013	2013_BED-Amazon_n109_m216_bt31	109	216	0
2014	2014_BED-Amazon_n115_m190_bt26	115	190	0
2015	2015_BED-Amazon_n121_m178_bt23	121	178	0
2016	2016_BED-Amazon_n177_m269_bt36	177	269	0
2017	2017_BED-Amazon_n127_m216_bt30	127	216	0
2018	2018_BED-Amazon_n151_m227_bt31	151	227	0
2019	2019_BED-Amazon_n169_m235_bt28	169	235	0
2020	2020_BED-Amazon_n137_m229_bt34	137	229	0
2021	2021_BED-Amazon_n172_m272_bt31	172	272	0
2022	2022_BED-Amazon_n128_m286_bt34	128	286	0
2023	2023_BED-Amazon_n147_m203_bt25	147	203	0
2024	2024_BED-Amazon_n131_m248_bt31	131	248	0
2025	2025_BED-Amazon_n166_m248_bt36	166	248	0
2026	2026_BED-Amazon_n180_m239_bt39	180	239	0
2027	2027_BED-Amazon_n172_m241_bt39	172	241	0
2028	2028_BED-Amazon_n140_m238_bt37	140	238	0
2029	2029_BED-Amazon_n193_m250_bt34	193	250	0
2030	2030_BED-Amazon_n122_m233_bt26	122	233	0
2031	2031_BED-Amazon_n128_m210_bt35	128	210	0
2032	2032_BED-Amazon_n171_m298_bt34	171	298	0
2033	2033_BED-Amazon_n114_m206_bt29	114	206	0
2034	2034_BED-Amazon_n163_m295_bt30	163	295	0
2035	2035_BED-Amazon_n101_m211_bt30	101	211	0
2036	2036_BED-Amazon_n116_m226_bt33	116	226	0
2037	2037_BED-Amazon_n138_m199_bt32	138	199	0
2038	2038_BED-Amazon_n88_m210_bt42	88	210	0
2039	2039_BED-Amazon_n156_m291_bt33	156	291	0
2040	2040_BED-Amazon_n133_m231_bt37	133	231	0
2041	2041_BED-Amazon_n153_m255_bt33	153	255	0
2042	2042_BED-Amazon_n168_m226_bt33	168	226	0
2043	2043_BED-Amazon_n107_m191_bt35	107	191	0
2044	2044_BED-Amazon_n173_m272_bt33	173	272	0
2045	2045_BED-Amazon_n153_m285_bt33	153	285	0
2046	2046_BED-Amazon_n135_m225_bt31	135	225	0
2047	2047_BED-Amazon_n166_m273_bt34	166	273	0
2048	2048_BED-Amazon_n96_m177_bt23	96	177	0
2049	2049_BED-Amazon_n122_m242_bt28	122	242	0
2050	2050_BED-Amazon_n129_m203_bt25	129	203	0
2051	2051_BED-Amazon_n144_m222_bt30	144	222	0
2052	2052_BED-Amazon_n201_m272_bt31	201	272	0
2053	2053_BED-Amazon_n159_m249_bt27	159	249	0
2054	2054_BED-Amazon_n115_m279_bt31	115	279	0
2055	2055_BED-Amazon_n191_m259_bt32	191	259	0
2056	2056_BED-Amazon_n174_m234_bt32	174	234	0
2057	2057_BED-Amazon_n102_m229_bt29	102	229	0
2058	2058_BED-Amazon_n205_m299_bt40	205	299	0
2059	2059_BED-Amazon_n132_m206_bt30	132	206	0
2060	2060_BED-Amazon_n159_m221_bt27	159	221	0
2061	2061_BED-Amazon_n122_m269_bt33	122	269	0
2062	2062_BED-Amazon_n162_m213_bt28	162	213	0
2063	2063_BED-Amazon_n110_m223_bt29	110	223	0
2064	2064_BED-Amazon_n88_m200_bt28	88	200	0
2065	2065_BED-Amazon_n196_m280_bt32	196	280	0
2066	2066_BED-Amazon_n160_m241_bt25	160	241	0
2067	2067_BED-Amazon_n196_m281_bt37	196	281	0
2068	2068_BED-Amazon_n132_m169_bt31	132	169	0
2069	2069_BED-Amazon_n133_m218_bt29	133	218	0
2070	2070_BED-Amazon_n136_m261_bt28	136	261	0
2071	2071_BED-Amazon_n178_m265_bt29	178	265	0
2072	2072_BED-Amazon_n115_m172_bt29	115	172	0
2073	2073_BED-Amazon_n145_m209_bt28	145	209	0
2074	2074_BED-Amazon_n185_m288_bt34	185	288	0
2075	2075_BED-Amazon_n100_m219_bt27	100	219	0
2076	2076_BED-Amazon_n199_m269_bt32	199	269	0
2077	2077_BED-Amazon_n144_m251_bt41	144	251	0
2078	2078_BED-Amazon_n118_m253_bt35	118	253	0
2079	2079_BED-Amazon_n167_m220_bt30	167	220	0
2080	2080_BED-Amazon_n182_m242_bt28	182	242	0
2081	2081_BED-Amazon_n123_m247_bt30	123	247	0
2082	2082_BED-Amazon_n88_m200_bt26	88	200	0
2083	2083_BED-Amazon_n151_m235_bt27	151	235	0
2084	2084_BED-Amazon_n115_m273_bt29	115	273	0
2085	2085_BED-Amazon_n207_m283_bt27	207	283	0
2086	2086_BED-Amazon_n143_m277_bt29	143	277	0
2087	2087_BED-Amazon_n123_m247_bt35	123	247	0
2088	2088_BED-Amazon_n143_m227_bt30	143	227	0
2089	2089_BED-Amazon_n93_m207_bt28	93	207	0
2090	2090_BED-Amazon_n162_m232_bt38	162	232	0
2091	2091_BED-Amazon_n98_m232_bt39	98	232	0
2092	2092_BED-Amazon_n74_m175_bt25	74	175	0
2093	2093_BED-Amazon_n208_m268_bt27	208	268	0
2094	2094_BED-Amazon_n159_m265_bt32	159	265	0
2095	2095_BED-Amazon_n152_m276_bt34	152	276	0
2096	2096_BED-Amazon_n175_m248_bt30	175	248	0
2097	2097_BED-Amazon_n127_m233_bt31	127	233	0
2098	2098_BED-Amazon_n150_m234_bt30	150	234	0
2099	2099_BED-Amazon_n175_m236_bt32	175	236	0
2100	2100_BED-Amazon_n86_m205_bt36	86	205	0
2101	2101_BED-Amazon_n161_m256_bt41	161	256	0
2102	2102_BED-Amazon_n155_m261_bt29	155	261	0
2103	2103_BED-Amazon_n89_m232_bt28	89	232	0
2104	2104_BED-Amazon_n165_m245_bt30	165	245	0
2105	2105_BED-Amazon_n144_m230_bt35	144	230	0
2106	2106_BED-Amazon_n99_m170_bt27	99	170	0
2107	2107_BED-Amazon_n139_m241_bt41	139	241	0
2108	2108_BED-Amazon_n146_m183_bt33	146	183	0
2109	2109_BED-Amazon_n139_m246_bt33	139	246	0
2110	2110_BED-Amazon_n136_m237_bt25	136	237	0
2111	2111_BED-Amazon_n118_m244_bt33	118	244	0
2112	2112_BED-Amazon_n111_m196_bt25	111	196	0
2113	2113_BED-Amazon_n195_m266_bt29	195	266	0
2114	2114_BED-Amazon_n92_m242_bt31	92	242	0
2115	2115_BED-Amazon_n150_m286_bt33	150	286	0
2116	2116_BED-Amazon_n121_m239_bt37	121	239	0
2117	2117_BED-Amazon_n181_m267_bt31	181	267	0
2118	2118_BED-Amazon_n120_m202_bt25	120	202	0
2119	2119_BED-Amazon_n177_m240_bt28	177	240	0
2120	2120_BED-Amazon_n188_m277_bt35	188	277	0
2121	2121_BED-Amazon_n177_m264_bt38	177	264	0
2122	2122_BED-Amazon_n172_m273_bt41	172	273	0
2123	2123_BED-Amazon_n155_m259_bt32	155	259	0
2124	2124_BED-Amazon_n162_m231_bt29	162	231	0
2125	2125_BED-Amazon_n161_m234_bt31	161	234	0
2126	2126_BED-Amazon_n105_m193_bt33	105	193	0
2127	2127_BED-Amazon_n95_m250_bt34	95	250	0
2128	2128_BED-Amazon_n122_m246_bt30	122	246	0
2129	2129_BED-Amazon_n116_m242_bt36	116	242	0
2130	2130_BED-Amazon_n96_m205_bt37	96	205	0
2131	2131_BED-Amazon_n157_m252_bt32	157	252	0
2132	2132_BED-Amazon_n99_m252_bt29	99	252	0
2133	2133_BED-Amazon_n88_m192_bt30	88	192	0
2134	2134_BED-Amazon_n194_m283_bt33	194	283	0
2135	2135_BED-Amazon_n169_m271_bt30	169	271	0
2136	2136_BED-Amazon_n133_m194_bt37	133	194	0
2137	2137_BED-Amazon_n122_m165_bt23	122	165	0
2138	2138_BED-Amazon_n99_m200_bt32	99	200	0
2139	2139_BED-Amazon_n111_m238_bt41	111	238	0
2140	2140_BED-Amazon_n114_m165_bt28	114	165	0
2141	2141_BED-Amazon_n180_m244_bt32	180	244	0
2142	2142_BED-Amazon_n179_m240_bt37	179	240	0
2143	2143_BED-Amazon_n175_m291_bt36	175	291	0
2144	2144_BED-Amazon_n81_m208_bt29	81	208	0
2145	2145_BED-Amazon_n145_m240_bt30	145	240	0
2146	2146_BED-Amazon_n188_m250_bt28	188	250	0
2147	2147_BED-Amazon_n179_m291_bt35	179	291	0
2148	2148_BED-Amazon_n172_m274_bt28	172	274	0
2149	2149_BED-Amazon_n139_m246_bt29	139	246	0
2150	2150_BED-Amazon_n170_m234_bt40	170	234	0
2151	2151_BED-Amazon_n158_m299_bt34	158	299	0
2152	2152_BED-Amazon_n123_m164_bt23	123	164	0
2153	2153_BED-Amazon_n88_m202_bt29	88	202	0
2154	2154_BED-Amazon_n112_m254_bt30	112	254	0
2155	2155_BED-Amazon_n119_m191_bt31	119	191	0
2156	2156_BED-Amazon_n73_m288_bt32	73	288	0
2157	2157_BED-Amazon_n153_m212_bt36	153	212	0
2158	2158_BED-Amazon_n63_m173_bt33	63	173	0
2159	2159_BED-Amazon_n166_m253_bt32	166	253	0
2160	2160_BED-Amazon_n128_m296_bt38	128	296	0
2161	2161_BED-Amazon_n164_m235_bt25	164	235	0
2162	2162_BED-Amazon_n90_m168_bt26	90	168	0
2163	2163_BED-Amazon_n177_m249_bt34	177	249	0
2164	2164_BED-Amazon_n118_m177_bt30	118	177	0
2165	2165_BED-Amazon_n134_m232_bt31	134	232	0
2166	2166_BED-Amazon_n171_m260_bt32	171	260	0
2167	2167_BED-Amazon_n158_m291_bt37	158	291	0
2168	2168_BED-Amazon_n112_m212_bt26	112	212	0
2169	2169_BED-Amazon_n82_m199_bt30	82	199	0
2170	2170_BED-Amazon_n165_m243_bt30	165	243	0
2171	2171_BED-Amazon_n108_m237_bt31	108	237	0
2172	2172_BED-Amazon_n138_m239_bt36	138	239	0
2173	2173_BED-Amazon_n148_m209_bt21	148	209	0
2174	2174_BED-Amazon_n158_m223_bt26	158	223	0
2175	2175_BED-Amazon_n136_m237_bt24	136	237	0
2176	2176_BED-Amazon_n132_m247_bt28	132	247	0
2177	2177_BED-Amazon_n113_m189_bt24	113	189	0
2178	2178_BED-Amazon_n144_m234_bt30	144	234	0
2179	2179_BED-Amazon_n143_m184_bt33	143	184	0
2180	2180_BED-Amazon_n93_m179_bt33	93	179	0
2181	2181_BED-Amazon_n184_m253_bt28	184	253	0
2182	2182_BED-Amazon_n140_m240_bt28	140	240	0
2183	2183_BED-Amazon_n169_m229_bt31	169	229	0
2184	2184_BED-Amazon_n140_m190_bt26	140	190	0
2185	2185_BED-Amazon_n153_m232_bt28	153	232	0
2186	2186_BED-Amazon_n154_m207_bt31	154	207	0
2187	2187_BED-Amazon_n152_m219_bt26	152	219	0
2188	2188_BED-Amazon_n172_m269_bt36	172	269	0
2189	2189_BED-Amazon_n82_m154_bt32	82	154	0
2190	2190_BED-Amazon_n109_m207_bt37	109	207	0
2191	2191_BED-Amazon_n183_m268_bt30	183	268	0
2192	2192_BED-Amazon_n128_m267_bt33	128	267	0
2193	2193_BED-Amazon_n175_m239_bt30	175	239	0
2194	2194_BED-Amazon_n152_m238_bt37	152	238	0
2195	2195_BED-Amazon_n121_m242_bt33	121	242	0
2196	2196_BED-Amazon_n165_m252_bt33	165	252	0
2197	2197_BED-Amazon_n122_m256_bt32	122	256	0
2198	2198_BED-Amazon_n143_m227_bt28	143	227	0
2199	2199_BED-Amazon_n122_m185_bt22	122	185	0
2200	2200_BED-Amazon_n163_m226_bt29	163	226	0
2201	2201_BED-Amazon_n126_m241_bt41	126	241	0
2202	2202_BED-Amazon_n122_m188_bt28	122	188	0
2203	2203_BED-Amazon_n148_m224_bt32	148	224	0
2204	2204_BED-Amazon_n164_m222_bt31	164	222	0
2205	2205_BED-Amazon_n102_m176_bt32	102	176	0
2206	2206_BED-Amazon_n142_m215_bt34	142	215	0
2207	2207_BED-Amazon_n175_m248_bt38	175	248	0
2208	2208_BED-Amazon_n161_m269_bt37	161	269	0
2209	2209_BED-Amazon_n91_m159_bt27	91	159	0
2210	2210_BED-Amazon_n149_m225_bt33	149	225	0
2211	2211_BED-Amazon_n64_m170_bt25	64	170	0
2212	2212_BED-Amazon_n194_m259_bt34	194	259	0
2213	2213_BED-Amazon_n92_m229_bt33	92	229	0
2214	2214_BED-Amazon_n148_m219_bt31	148	219	0
2215	2215_BED-Amazon_n163_m281_bt39	163	281	0
2216	2216_BED-Amazon_n116_m226_bt31	116	226	0
2217	2217_BED-Amazon_n178_m260_bt28	178	260	0
2218	2218_BED-Amazon_n194_m271_bt28	194	271	0
2219	2219_BED-Amazon_n186_m270_bt34	186	270	0
2220	2220_BED-Amazon_n190_m291_bt26	190	291	0
2221	2221_BED-Amazon_n193_m270_bt33	193	270	0
2222	2222_BED-Amazon_n73_m201_bt40	73	201	0
2223	2223_BED-Amazon_n180_m234_bt40	180	234	0
2224	2224_BED-Amazon_n137_m211_bt28	137	211	0
2225	2225_BED-Amazon_n153_m274_bt30	153	274	0
2226	2226_BED-Amazon_n163_m293_bt32	163	293	0
2227	2227_BED-Amazon_n74_m159_bt22	74	159	0
2228	2228_BED-Amazon_n86_m268_bt29	86	268	0
2229	2229_BED-Amazon_n205_m266_bt28	205	266	0
2230	2230_BED-Amazon_n160_m239_bt36	160	239	0
2231	2231_BED-Amazon_n98_m277_bt34	98	277	0
2232	2232_BED-Amazon_n93_m240_bt30	93	240	0
2233	2233_BED-Amazon_n156_m297_bt32	156	297	0
2234	2234_BED-Amazon_n119_m196_bt33	119	196	0
2235	2235_BED-Amazon_n151_m272_bt32	151	272	0
2236	2236_BED-Amazon_n108_m222_bt26	108	222	0
2237	2237_BED-Amazon_n121_m229_bt27	121	229	0
2238	2238_BED-Amazon_n92_m217_bt42	92	217	0
2239	2239_BED-Amazon_n114_m220_bt31	114	220	0
2240	2240_BED-Amazon_n112_m197_bt33	112	197	0
2241	2241_BED-Amazon_n98_m192_bt29	98	192	0
2242	2242_BED-Amazon_n143_m257_bt31	143	257	0
2243	2243_BED-Amazon_n85_m164_bt27	85	164	0
2244	2244_BED-Amazon_n192_m280_bt47	192	280	0
2245	2245_BED-Amazon_n133_m199_bt26	133	199	0
2246	2246_BED-Amazon_n162_m242_bt29	162	242	0
2247	2247_BED-Amazon_n131_m292_bt38	131	292	0
2248	2248_BED-Amazon_n110_m269_bt29	110	269	0
2249	2249_BED-Amazon_n59_m196_bt38	59	196	0
2250	2250_BED-Amazon_n137_m224_bt27	137	224	0
2251	2251_BED-Amazon_n160_m264_bt31	160	264	0
2252	2252_BED-Amazon_n136_m276_bt38	136	276	0
2253	2253_BED-Amazon_n155_m227_bt34	155	227	0
2254	2254_BED-Amazon_n135_m225_bt43	135	225	0
2255	2255_BED-Amazon_n115_m282_bt36	115	282	0
2256	2256_BED-Amazon_n101_m221_bt32	101	221	0
2257	2257_BED-Amazon_n145_m212_bt30	145	212	0
2258	2258_BED-Amazon_n90_m221_bt30	90	221	0
2259	2259_BED-Amazon_n171_m242_bt35	171	242	0
2260	2260_BED-Amazon_n100_m195_bt28	100	195	0
2261	2261_BED-Amazon_n151_m212_bt29	151	212	0
2262	2262_BED-Amazon_n116_m229_bt30	116	229	0
2263	2263_BED-Amazon_n160_m232_bt32	160	232	0
2264	2264_BED-Amazon_n156_m272_bt28	156	272	0
2265	2265_BED-Amazon_n147_m227_bt34	147	227	0
2266	2266_BED-Amazon_n165_m290_bt39	165	290	0
2267	2267_BED-Amazon_n193_m267_bt27	193	267	0
2268	2268_BED-Amazon_n158_m243_bt21	158	243	0
2269	2269_BED-Amazon_n183_m271_bt29	183	271	0
2270	2270_BED-Amazon_n122_m245_bt39	122	245	0
2271	2271_BED-Amazon_n141_m209_bt24	141	209	0
2272	2272_BED-Amazon_n160_m249_bt34	160	249	0
2273	2273_BED-Amazon_n152_m224_bt31	152	224	0
2274	2274_BED-Amazon_n104_m204_bt30	104	204	0
2275	2275_BED-Amazon_n126_m242_bt33	126	242	0
2276	2276_BED-Amazon_n136_m203_bt24	136	203	0
2277	2277_BED-Amazon_n107_m210_bt30	107	210	0
2278	2278_BED-Amazon_n161_m224_bt29	161	224	0
2279	2279_BED-Amazon_n161_m233_bt33	161	233	0
2280	2280_BED-Amazon_n186_m290_bt30	186	290	0
2281	2281_BED-Amazon_n133_m252_bt38	133	252	0
2282	2282_BED-Amazon_n177_m281_bt35	177	281	0
2283	2283_BED-Amazon_n146_m240_bt32	146	240	0
2284	2284_BED-Amazon_n132_m286_bt32	132	286	0
2285	2285_BED-Amazon_n155_m235_bt27	155	235	0
2286	2286_BED-Amazon_n167_m233_bt33	167	233	0
2287	2287_BED-Amazon_n174_m227_bt27	174	227	0
2288	2288_BED-Amazon_n135_m196_bt31	135	196	0
2289	2289_BED-Amazon_n167_m238_bt39	167	238	0
2290	2290_BED-Amazon_n74_m154_bt29	74	154	0
2291	2291_BED-Amazon_n102_m202_bt28	102	202	0
2292	2292_BED-Amazon_n190_m291_bt30	190	291	0
2293	2293_BED-Amazon_n132_m193_bt28	132	193	0
2294	2294_BED-Amazon_n124_m246_bt38	124	246	0
2295	2295_BED-Amazon_n149_m269_bt35	149	269	0
2296	2296_BED-Amazon_n86_m187_bt28	86	187	0
2297	2297_BED-Amazon_n124_m246_bt22	124	246	0
2298	2298_BED-Amazon_n171_m252_bt29	171	252	0
2299	2299_BED-Amazon_n99_m223_bt44	99	223	0
2300	2300_BED-Amazon_n59_m168_bt28	59	168	0
2301	2301_BED-Amazon_n149_m278_bt36	149	278	0
2302	2302_BED-Amazon_n113_m252_bt33	113	252	0
2303	2303_BED-Amazon_n177_m286_bt29	177	286	0
2304	2304_BED-Amazon_n105_m228_bt29	105	228	0
2305	2305_BED-Amazon_n91_m245_bt36	91	245	0
2306	2306_BED-Amazon_n217_m299_bt35	217	299	0
2307	2307_BED-Amazon_n149_m253_bt30	149	253	0
2308	2308_BED-Amazon_n127_m264_bt43	127	264	0
2309	2309_BED-Amazon_n132_m211_bt29	132	211	0
2310	2310_BED-Amazon_n153_m269_bt36	153	269	0
2311	2311_BED-Amazon_n178_m292_bt37	178	292	0
2312	2312_BED-Amazon_n188_m287_bt36	188	287	0
2313	2313_BED-Amazon_n73_m195_bt28	73	195	0
2314	2314_BED-Amazon_n185_m254_bt30	185	254	0
2315	2315_BED-Amazon_n189_m265_bt47	189	265	0
2316	2316_BED-Amazon_n107_m232_bt32	107	232	0
2317	2317_BED-Amazon_n186_m271_bt29	186	271	0
2318	2318_BED-Amazon_n138_m246_bt24	138	246	0
2319	2319_BED-Amazon_n171_m237_bt31	171	237	0
2320	2320_BED-Amazon_n89_m195_bt28	89	195	0
2321	2321_BED-Amazon_n137_m248_bt36	137	248	0
2322	2322_BED-Amazon_n158_m262_bt36	158	262	0
2323	2323_BED-Amazon_n82_m162_bt28	82	162	0
2324	2324_BED-Amazon_n128_m248_bt25	128	248	0
2325	2325_BED-Amazon_n64_m177_bt26	64	177	0
2326	2326_BED-Amazon_n110_m173_bt32	110	173	0
2327	2327_BED-Amazon_n133_m264_bt35	133	264	0
2328	2328_BED-Amazon_n172_m272_bt26	172	272	0
2329	2329_BED-Amazon_n155_m224_bt27	155	224	0
2330	2330_BED-Amazon_n103_m227_bt31	103	227	0
2331	2331_BED-Amazon_n171_m269_bt28	171	269	0
2332	2332_BED-Amazon_n210_m298_bt30	210	298	0
2333	2333_BED-Amazon_n181_m280_bt36	181	280	0
2334	2334_BED-Amazon_n164_m285_bt33	164	285	0
2335	2335_BED-Amazon_n130_m192_bt20	130	192	0
2336	2336_BED-Amazon_n109_m226_bt37	109	226	0
2337	2337_BED-Amazon_n134_m251_bt31	134	251	0
2338	2338_BED-Amazon_n133_m237_bt29	133	237	0
2339	2339_BED-Amazon_n110_m179_bt34	110	179	0
2340	2340_BED-Amazon_n161_m231_bt26	161	231	0
2341	2341_BED-Amazon_n139_m187_bt30	139	187	0
2342	2342_BED-Amazon_n165_m202_bt21	165	202	0
2343	2343_BED-Amazon_n156_m282_bt30	156	282	0
2344	2344_BED-Amazon_n127_m245_bt40	127	245	0
2345	2345_BED-Amazon_n174_m286_bt27	174	286	0
2346	2346_BED-Amazon_n171_m226_bt28	171	226	0
2347	2347_BED-Amazon_n163_m298_bt35	163	298	0
2348	2348_BED-Amazon_n112_m252_bt33	112	252	0
2349	2349_BED-Amazon_n99_m214_bt32	99	214	0
2350	2350_BED-Amazon_n76_m200_bt26	76	200	0
2351	2351_BED-Amazon_n100_m198_bt26	100	198	0
2352	2352_BED-Amazon_n185_m263_bt35	185	263	0
2353	2353_BED-Amazon_n146_m219_bt21	146	219	0
2354	2354_BED-Amazon_n132_m212_bt26	132	212	0
2355	2355_BED-Amazon_n111_m226_bt36	111	226	0
2356	2356_BED-Amazon_n112_m211_bt30	112	211	0
2357	2357_BED-Amazon_n115_m251_bt32	115	251	0
